Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
3641000.0 ; 3.095779
3641500.0 ; 3.095577
3642000.0 ; 3.098088
3642500.0 ; 3.095422
3643000.0 ; 3.094206
3644000.0 ; 3.0932
3646000.0 ; 3.091386
3648000.0 ; 3.089515
3650000.0 ; 3.087566
3660000.0 ; 3.076678
3680000.0 ; 3.050476
3700000.0 ; 3.02461
3710000.0 ; 3.017432
3720000.0 ; 3.021927
3730000.0 ; 3.053844
3740000.0 ; 3.157137
3749000.0 ; 3.432904
3751000.0 ; 3.54885
3753000.0 ; 3.699872
3755000.0 ; 3.897271
3757000.0 ; 4.154227
3759000.0 ; 4.482155
3761000.0 ; 4.88003
3763000.0 ; 5.312413
3765000.0 ; 5.684725
3767000.0 ; 5.858872
3769000.0 ; 5.748314
3771000.0 ; 5.403364
3773000.0 ; 4.959752
3775000.0 ; 4.53
3777000.0 ; 4.164955
3779000.0 ; 3.872877
3781000.0 ; 3.644365
3783000.0 ; 3.4661
3785000.0 ; 3.326046
3787000.0 ; 3.214693
3789000.0 ; 3.124907
3791000.0 ; 3.051436
3793000.0 ; 2.990429
3795000.0 ; 2.93905
3797000.0 ; 2.895195
3799000.0 ; 2.857284
3810000.0 ; 2.713416
3820000.0 ; 2.630865
3830000.0 ; 2.568537
3840000.0 ; 2.51719
3850000.0 ; 2.47277
3860000.0 ; 2.433333
3870000.0 ; 2.397893
3880000.0 ; 2.36592
3890000.0 ; 2.337111
3900000.0 ; 2.31126
3910000.0 ; 2.288178
3920000.0 ; 2.267637
3930000.0 ; 2.249314
3940000.0 ; 2.232721
3950000.0 ; 2.217123
3960000.0 ; 2.201402
3970000.0 ; 2.183841
3980000.0 ; 2.161772
3990000.0 ; 2.130996
4000000.0 ; 2.084925
4010000.0 ; 2.013717
4020000.0 ; 1.904924
4030000.0 ; 1.749972
4040000.0 ; 1.560488
4050000.0 ; 1.37938
4060000.0 ; 1.252872
4070000.0 ; 1.188711
4080000.0 ; 1.163014
4090000.0 ; 1.151548
4100000.0 ; 1.143022
4110000.0 ; 1.138422
4120000.0 ; 1.149219
4130000.0 ; 1.197633
4140000.0 ; 1.314059
4150000.0 ; 1.518003
4160000.0 ; 1.776913
4170000.0 ; 1.9976
4180000.0 ; 2.104953
4190000.0 ; 2.10075
4200000.0 ; 2.027437
