Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
6.630274 ; 6.673025
6.640554 ; 6.447292
6.661113 ; 6.089839
6.681673 ; 5.834692
6.702232 ; 5.664642
6.722791 ; 5.570719
6.74335 ; 5.550268
6.768607 ; 5.630565
6.793863 ; 5.844505
6.808596 ; 6.044191
6.823329 ; 6.311712
6.838062 ; 6.661832
6.852794 ; 7.114899
6.867527 ; 7.699598
6.88226 ; 8.457076
6.896993 ; 9.448203
6.911725 ; 10.76523
6.922147 ; 11.96878
6.932569 ; 13.47762
6.942991 ; 15.38916
6.953413 ; 17.83096
6.958624 ; 19.29941
6.963835 ; 20.96262
6.969046 ; 22.84461
6.974257 ; 24.97003
6.979468 ; 27.36312
6.984679 ; 30.04643
6.98989 ; 33.03917
6.9951 ; 36.3546
7.001313 ; 40.73921
7.007525 ; 45.58374
7.01995 ; 56.49458
7.0448 ; 80.29438
7.054757 ; 88.66791
7.064713 ; 95.12652
7.074669 ; 98.93618
7.084625 ; 99.62143
7.092369 ; 97.90656
7.100113 ; 94.33376
7.107857 ; 89.14309
7.1156 ; 82.67574
7.12955 ; 69.08854
7.1435 ; 54.98667
7.150475 ; 48.34231
7.15745 ; 42.18824
7.164425 ; 36.62021
7.1714 ; 31.68404
7.1807 ; 26.08815
7.18535 ; 23.6932
7.19 ; 21.5477
7.195323 ; 19.37511
7.200645 ; 17.47799
7.205968 ; 15.82643
7.21129 ; 14.39245
7.216613 ; 13.14843
7.221935 ; 12.06985
7.227257 ; 11.13388
7.232579 ; 10.32049
7.243224 ; 8.993555
7.253868 ; 7.976016
7.264513 ; 7.185184
7.275157 ; 6.562165
7.286474 ; 6.036877
7.297791 ; 5.618029
7.309108 ; 5.280297
7.320424 ; 5.00553
7.343058 ; 4.59519
7.365691 ; 4.316458
7.388325 ; 4.128111
7.410958 ; 4.004304
7.433592 ; 3.927435
7.456225 ; 3.884486
7.496463 ; 3.858201
7.5367 ; 3.836593
7.565725 ; 3.769038
7.59475 ; 3.607765
7.623775 ; 3.323615
7.6528 ; 2.932652
7.681825 ; 2.506209
7.699966 ; 2.264883
7.718107 ; 2.067631
7.736248 ; 1.926469
7.754388 ; 1.844788
7.767812 ; 1.820683
7.781235 ; 1.82415
7.793569 ; 1.848473
7.816696 ; 1.938383
7.839823 ; 2.072258
7.86295 ; 2.238024
7.886077 ; 2.428253
7.932331 ; 2.869904
7.978585 ; 3.395362
8.024839 ; 4.023382
8.071093 ; 4.784815
8.09422 ; 5.2303
8.117347 ; 5.729186
8.140474 ; 6.290202
8.1636 ; 6.923351
8.19752 ; 8.008394
8.23144 ; 9.324137
8.26536 ; 10.93669
8.299279 ; 12.93655
8.316239 ; 14.1195
8.333199 ; 15.45049
8.350159 ; 16.95399
8.367118 ; 18.65942
8.384078 ; 20.60289
8.401038 ; 22.82844
8.417998 ; 25.39119
8.434957 ; 28.36112
8.459625 ; 33.60075
8.477257 ; 38.2053
8.494888 ; 43.74659
8.512519 ; 50.49494
8.53015 ; 58.82197
8.547782 ; 69.25099
8.556598 ; 75.47624
8.565413 ; 82.53032
8.574229 ; 90.56173
8.583044 ; 99.74483
8.59186 ; 110.2916
8.600675 ; 122.4471
8.608091 ; 134.1294
8.615507 ; 147.3452
8.622923 ; 162.3032
8.630338 ; 179.2219
8.637754 ; 198.3305
8.645169 ; 219.8407
8.652585 ; 243.9509
8.66 ; 270.8025
8.671183 ; 316.6372
8.682366 ; 368.6928
8.693549 ; 426.0818
8.704732 ; 487.0429
8.715915 ; 548.8897
8.727098 ; 608.1293
8.738281 ; 660.7759
8.749463 ; 702.835
8.759682 ; 729.0958
8.7699 ; 741.8468
8.777713 ; 741.9664
8.785525 ; 733.8287
8.80115 ; 695.0774
8.811906 ; 654.306
8.822661 ; 605.7946
8.844171 ; 499.1433
8.865681 ; 397.9547
8.876436 ; 353.6959
8.887191 ; 314.5656
8.895938 ; 286.5469
8.904685 ; 261.7766
8.913432 ; 239.9993
8.922178 ; 220.9133
8.930925 ; 204.1951
8.939672 ; 189.5368
8.948419 ; 176.6515
8.957165 ; 165.2843
8.974659 ; 146.2401
8.992152 ; 131.0022
9.009645 ; 118.5893
9.027138 ; 108.3346
9.041869 ; 101.0395
